date,datatype,station,attributes,value
2024-12-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.0
2024-12-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-4.3
2024-12-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",1.3
2024-12-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",3.9
2024-12-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.0
2024-12-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",3.7
2024-12-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",8.9
2024-12-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.7
2024-12-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.2
2024-12-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.7
2024-12-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-12-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",6.2
2024-12-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",11.7
2024-12-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-0.5
2024-12-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",6.4
2024-12-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",7.8
2024-12-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-12-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",3.0
2024-12-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",4.4
2024-12-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-12-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",1.8
2024-12-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",3.3
2024-12-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-2.1
2024-12-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-1.7
2024-12-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",1.1
2024-12-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-7.7
2024-12-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-4.6
2024-12-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",1.7
2024-12-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-9.9
2024-12-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-0.2
2024-12-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.6
2024-12-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-3.8
2024-12-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",4.0
2024-12-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",7.8
2024-12-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-0.5
2024-12-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",1.4
2024-12-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.0
2024-12-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-2.7
2024-12-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",2.8
2024-12-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",8.3
2024-12-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.0
2024-12-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.2
2024-12-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",11.1
2024-12-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",4.4
2024-12-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.9
2024-12-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",19.4
2024-12-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.6
2024-12-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.8
2024-12-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.1
2024-12-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.6
2024-12-31T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.3
2024-12-31T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.1
2024-12-31T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-0.5
