,,,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
US-DC,"Special region: US-DC",biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00382,0.00458,0.0044,0.00403,0.00463,0.00466,0.00489,0.00451,0.0042,0.00439,0.00467,0.00465,0.00437,0.00443,0.00439,0.00399,0.00389,0.00437,0.00489,0.00526,0.00362,0.00498,0.0038,0.00355,0.00202,0.00531,0.00227,0.0022,0.00469,0.00417,0.0053,0.00427,0.0053,0.00578,0.00511,0.00472,0.00433,0.00456,0.00433,0.00415,0.00453,0.00441,0.00508,0.0046,0.00442,0.00452,0.00465,0.00438,0.00438,0.00478,0.00494,0.0042,0.00401,0.00506,0.00521,0.00521,0.00484,0.00547,0.00501,0.00473,0.00462,0.00356,0.00373,0.00426,0.00469,0.00447,0.00425,0.00461,0.0035,0.00418,0.00521,0.00532,0.00464,0.00461,0.00422,0.00432,0.00479,0.00504,0.00529,0.00518,0.00441,0.00553,0.00505,0.00511,0.00481,0.0045,0.00433,0.00436,0.00482,0.00477,0.00484,0.00515,0.00443,0.00547,0.0051,0.00525,0.00516,0.00457,0.00411,0.00416,0.00494,0.00479,0.00487,0.00495,0.00482,0.00514,0.00492,0.00532,0.00452,0.00421,0.00407,0.00431,0.00488,0.00437,0.00441,0.00363,0.00367,0.00462,0.00435,0.00505,0.00432,0.00447,0.00439,,,,
US-DC,"Special region: US-DC",unspecified-renewables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0E-5,0,-9.9999999999996E-6,0,0,0,0,-9.9999999999996E-6,8.673617379884E-19,8.673617379884E-19,0,0,0,1.0E-5,8.673617379884E-19,8.673617379884E-19,0,0,0,0,0,-9.9999999999996E-6,9.9999999999996E-6,0,-8.673617379884E-19,4.336808689942E-19,0,-1.0E-5,0,0,-1.0E-5,0,-1.0E-5,8.673617379884E-19,1.0E-5,-8.673617379884E-19,-1.0E-5,0,0,-1.0E-5,-9.9999999999996E-6,-9.9999999999996E-6,8.673617379884E-19,8.673617379884E-19,0,0,0,8.673617379884E-19,0,0,8.673617379884E-19,0,8.673617379884E-19,0,-8.673617379884E-19,-1.0E-5,0,0,0,-8.673617379884E-19,0,8.673617379884E-19,8.673617379884E-19,1.0E-5,0,-9.9999999999996E-6,0,-9.9999999999996E-6,0,1.0E-5,8.673617379884E-19,0,-4.336808689942E-19,-4.336808689942E-19,0,0,0,-8.673617379884E-19,8.673617379884E-19,0,,,,
US-DC,"Special region: US-DC",gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00481,0.00425,0.00493,0.00549,0.00584,0.00686,0.00781,0.00783,0.00669,0.00592,0.00514,0.00564,0.00448,0.00438,0.00481,0.00477,0.00575,0.00572,0.00674,0.00624,0.00568,0.00492,0.00414,0.00475,0.00505,0.00505,0.00511,0.00499,0.00534,0.00597,0.00642,0.00669,0.00605,0.00559,0.00481,0.00479,0.00523,0.00384,0.00502,0.00525,0.00584,0.00626,0.00688,0.00724,0.00638,0.0056,0.00484,0.00524,0.0017,0.00154,0.00167,0.00171,0.00195,0.00215,0.00232,0.00225,0.00204,0.0018,0.00174,0.00179,0.00172,0.00164,0.00175,0.00169,0.0019,0.00216,0.00245,0.00246,0.00206,0.00172,0.00157,0.00157,0.00445,0.00188,0.00391,7.0E-5,0.00106,0.00391,0.00036,0.00034,0.003,0,0.00012,0.0006,0.00266,0.00229,0.00307,0,-0.0009,0.00222,0.00454,0.00037,0.00186,-0.00073,-0.0002,0.00315,0.0101,0.00771,0.00984,0.00857,0.00728,0.01023,0.00857,0.00902,0.00951,0.00903,0.00811,0.01216,0.01194,0.01272,0.00887,0.00576,0.0064,0.01027,0.01398,0.01479,0.01323,0.01278,0.00989,0.0129,0.01216,0.01139,0.01228,0.00638,0.0107,0.01346,0.01452,0.01347,0.01296,0.00935,0.01058,0.00982,0.00549,0.00472,0.00871,0.00797,0.00965,0.00666,0.00735,0.00741,0.00623,0.00547,0.00524,0.00536,0.00456,0.00543,0.00762,0.00986,0.01007,0.00871,0.01015,0.01005,0.00946,0.00449,0.00434,0.00446,0.0068,0.00765,0.00948,0.00361,0.0063,0.01109,0.0107,0.00983,0.01067,0.00569,0.00851,0.00926,0.00957,0.00962,0.00548,0,0,0.00781,0.00938,0.0091,,,,
US-DC,"Special region: US-DC",oil,0.01582,0.00183,0.00055,-0.00056,0.00267,0.00615,0.00168,0.00461,0.001,-0.00063,-0.0007,0.00407,0.00209,0.00021,-0.00109,-0.0006,-0.00061,0.04234,0.09049,0.07528,0.00397,0.00917,0,0.00479,0.00235,0.00147,-0.00033,0.00015,0.00171,0.00374,0.02255,0.04775,-0.00052,0.00055,-0.00066,0.00269,-0.00052,0.00268,-0.00024,-0.00032,-0.00032,0.01414,0.01131,0.04058,0.00552,0.00364,-0.00071,-0.00052,0.003,0.00126,0.0004,,,0.05012,0.00874,0.00548,0.00058,0.00274,,,0.0058,0.00287,,0.00058,0.00018,0.00792,0.00606,0.01168,,,,0.00041,,,0.00233,0.00081,0.02393,0.07442,0.05094,0.02399,0.0147,0.00338,,0.00537,0.00195,0,0,0,0.00332,0.02442,0.07281,0.02504,0.00213,0,0,0,0.0009,0,0,0.00239,0.00611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-5,4.0E-5,0,0,0,1.0E-5,1.0E-5,1.0E-5,0,0,1.0E-5,0,0.00018,9.0E-5,5.0E-5,5.0E-5,5.0E-5,8.0E-5,0.00016,0.00013,5.0E-5,6.0E-5,6.0E-5,5.0E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-5,0,1.0E-5,0,0,0,0,0,0,0,1.0E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
US-DC,"Special region: US-DC",trade,1.07514,1.05333,0.97143,0.95184,1.05308,1.04793,1.30651,1.30345,1.06796,0.97046,0.9357,1.04168,1.09222,0.99624,1.14379,0.92841,0.79654,1.16298,1.2903,1.29869,1.17087,0.99421,0.9828,1.08652,0.9014,0.97947,1.03017,0.92938,1.02324,1.21699,1.12961,1.06581,1.12091,1.10287,1.07908,1.01997,1.04961,1.05072,0.96603,0.9457,1.07171,1.15862,1.26536,1.2371,1.1088,1.0495,0.9818,1.10948,1.50837,1.38709,1.3421,,,1.74033,1.85915,1.66994,1.54118,1.38741,,,1.59244,1.31396,,1.30078,1.42728,1.58411,1.69161,1.79267,,,,1.52698,,,1.19462,1.15527,1.33834,1.56074,1.63791,1.60438,1.3848,1.22665,,1.41238,1.08123,0.91106,0.9453,0.8849,1.01685,1.12584,1.25543,1.126,1.00558,0.93479,0.90056,0.96134,0.99719,0.89583,0.88902,0.86693,1.01342,1.06515,1.29573,1.20423,0.9857,0.90423,0.93256,0.93931,0.86798,0.89999,1.03948,0.84055,0.94439,1.07972,1.24541,1.17482,0.93618,0.91086,0.86874,0.97429,1.06804,0.93691,0.98334,0.90947,0.94579,1.04077,1.17861,1.05448,0.97521,0.92639,0.90573,0.96269,1.08778,1.02297,0.97833,0.90115,0.9659,1.09684,1.19796,1.14289,1.04471,0.82185,0.88387,0.90431,1.04157,1.06188,0.98257,0.81895,0.89792,1.1101,1.20711,1.22514,1.05766,0.93363,0.8696,0.94718,0.98086,0.85108,0.92111,0.85479,0.90541,1.05647,1.18475,1.10376,0.97696,0.93644,0.87617,0.96632,1.05232,0.87601,1.00688,0.87065,0.93904,1.01986,1.17457,1.16456,1.04828,0.98191,0.95305,0.95487,1.01006,0.87733,0.95167,0.82912,0.97793,0.99681,1.20688,1.15262,1.01549,0.89405,0.85677,0.90467,0.951,0.85404,0.78363,0.74924,0.80374,0.77691,1.06635,0.9696,0.86324,0.76821,0.78993,0.88478,0.90731,0.80036,0.7827,0.72219,0.84125,0.91805,1.0988,1.08974,0.85901,0.8257,0.85571,0.86327,0.97443,0.84844,0.85055,0.73098,0.83867,0.97064,1.09601,1.04087,0.92523,0.81736,0.80515,0.8576,0.88538,0.81402,0.78706,0.77567,0.73803,0.86715,1.04154,1.00758,1.01791,0.79491,0.80416,0.81153,0.92691,0.80815,0.85244,0.73923,0.81239,0.94363,1.10242,1.08637,0.89342,0.75423,0.72148,1.00979,1.02967,0.85126,0.87427,0.80026,0.83757,1.03055,1.14461,0.96944,,,,
US-CO,"Special region: US-CO",total,4.34128,4.19054,4.11497,4.0384,4.16029,4.45857,4.8126,4.79103,4.55093,4.25972,4.28608,4.45104,4.44478,4.04756,4.27536,3.98149,4.29409,4.54095,5.27876,5.18614,4.65084,4.38391,4.09818,4.70951,4.39634,4.12797,4.43231,4.11251,4.40302,5.09728,5.30725,5.30324,4.59899,4.47273,4.35337,4.73191,4.79392,4.19145,4.30675,4.09552,4.34293,4.67541,5.40963,5.41114,4.79342,4.5373,4.44403,4.7739,4.82447,4.52613,4.46522,4.25027,4.43878,4.74011,5.53163,5.24623,4.63926,4.47327,4.43804,4.80508,4.64214,4.21792,4.3107,4.20749,4.34451,4.37235,5.09592,5.22855,4.73982,4.48467,4.34552,4.80734,4.79739,4.33945,4.52592,4.2763,4.34863,4.86375,5.47298,5.38279,4.89698,4.57187,4.484,4.73455,4.84726,4.43227,4.48018,4.28024,4.36134,4.72737,5.5392,5.65429,4.97742,4.52919,4.47296,4.84001,4.73507,4.44494,4.43583,4.25,4.51931,5.12897,5.72866,5.57108,4.9696,4.5608,4.46601,4.75182,4.84602,4.3823,4.511,4.34407,4.52091,4.95069,5.4309,5.45207,4.91665,4.51219,4.45944,4.88149,4.97009,4.50841,4.54722,4.34814,4.56332,4.75836,5.48924,5.32271,4.93647,4.62661,4.62266,4.88425,4.92478,4.38506,4.5904,4.33,4.48597,4.8799,5.39493,5.64298,5.12923,4.79329,4.62362,5.02646,4.99,4.50294,4.6081,4.31842,4.57236,5.14674,5.81124,5.64965,5.01846,4.66699,4.53377,5.06104,4.95612,4.35075,4.67463,4.39081,4.64454,5.12812,5.81488,5.62894,5.13408,4.63574,4.49261,4.95919,4.95715,4.49852,4.76051,4.43912,4.794,5.34096,5.93854,5.88212,5.24452,4.77939,4.73841,5.12669,5.09098,4.63379,4.88529,4.48609,4.72882,4.92646,5.86502,6.06568,5.23953,4.88164,4.75216,5.06437,5.00993,4.66775,4.73343,4.25562,4.73406,5.09607,5.9044,5.94467,5.11412,4.8375,4.55532,5.01885,4.95061,4.62175,4.77271,4.54765,4.75465,5.36505,6.0498,6.03278,5.29745,4.74667,4.54658,4.98412,5.06144,4.63007,4.94474,4.62493,4.72421,5.30001,6.14357,6.04572,5.20808,4.71372,4.83753,5.47121,5.27361,4.58548,4.96488,4.60405,4.72089,4.8177,5.83944,6.12197,5.18202,4.77267,4.77987,5.35787,5.3656,4.93718,4.97817,4.53061,4.79761,5.52313,6.10206,6.27797,5.37551,4.89798,4.77588,5.07853,5.55577,4.88572,5.15867,4.81772,5.08,5.53346,6.39829,6.38351,,,,
US-CO,"Special region: US-CO",lowcarbon,0.08231,0.07111,0.07341,0.10603,0.09774,0.06763,0.16648,0.14753,0.15368,0.11052,0.05172,0.12982,0.20486,0.2037,0.2365,0.17357,0.20821,0.21078,0.19645,0.14894,0.17832,0.12565,0.10616,0.11064,0.21187,0.20148,0.2278,0.23828,0.20718,0.24871,0.25769,0.21702,0.17457,0.17869,0.12768,0.19594,0.24371,0.17241,0.20583,0.18563,0.15283,0.13921,0.19658,0.24129,0.31717,0.38422,0.3332,0.31421,0.4895,0.42081,0.50914,0.48842,0.4879,0.41393,0.37793,0.29101,0.36337,0.43169,0.32041,0.48059,0.58236,0.42512,0.4643,0.46579,0.45604,0.35721,0.33422,0.26169,0.46166,0.48434,0.29228,0.43801,0.41921,0.40662,0.48032,0.53495,0.40042,0.46809,0.40176,0.33074,0.46805,0.29289,0.3591,0.44987,0.61372,0.57706,0.60659,0.67576,0.75472,0.65393,0.54124,0.39484,0.51115,0.73172,0.57242,0.57275,0.73169,0.60729,0.68457,0.64524,0.58554,0.63021,0.50701,0.59526,0.51486,0.6749,0.51092,0.75734,0.8256,0.86971,0.82939,0.67747,0.72975,0.75683,0.63397,0.41262,0.6041,0.68114,0.64338,0.80485,1.01481,0.77994,0.97126,1.02552,0.87519,0.80864,0.629,0.48597,0.71232,0.72265,0.85031,0.76961,0.97966,0.78409,0.84521,0.74269,0.81187,0.72791,0.65872,0.72682,0.63836,0.83075,0.70551,1.08847,1.03388,1.25464,1.21783,1.04148,0.95892,0.85958,0.90132,0.7623,1.02918,1.02434,1.01872,1.08878,1.05344,1.0178,1.17685,1.21824,1.17175,0.97233,0.8178,0.90588,0.82596,1.15222,1.05203,1.1719,1.068,0.96317,1.3065,1.31028,1.05575,1.15156,1.06293,1.0398,0.98009,0.97079,0.97061,1.2453,1.16885,1.08941,1.21751,1.35663,1.22548,1.16187,1.28739,1.17395,1.35745,1.20195,1.15093,1.09378,1.47996,1.2532,1.20538,1.24777,1.74278,1.40352,1.48281,1.42797,1.36142,1.33388,1.54816,1.78741,1.60059,1.16272,1.73103,1.7267,1.64276,1.56169,1.62469,1.68452,1.57075,1.64819,1.6721,2.01798,1.79341,1.69013,2.03388,2.30969,2.06034,1.96474,1.784,1.68595,1.63172,1.40616,1.86841,1.94074,1.60582,1.8953,1.95395,2.04744,2.04088,1.91951,1.9571,2.08672,1.87861,1.87445,1.83898,2.0666,1.73031,1.89897,2.2588,2.3835,2.63243,2.50023,2.2094,2.21535,2.32802,2.25711,1.93624,2.04099,2.13997,1.96634,2.29981,2.32489,2.35268,2.43266,2.40504,2.20243,,,,
US-CO,"Special region: US-CO",fossil,4.0746,3.72669,3.63829,3.37846,3.70804,3.75178,4.39324,4.24863,3.74047,3.78448,3.89503,4.27177,4.15691,3.69135,3.94617,3.65529,3.93564,3.84437,4.5237,4.34265,3.82483,3.51444,3.76742,4.31012,4.09149,3.42038,3.94137,3.54165,3.89097,4.23402,4.56762,4.38791,3.81198,3.91879,4.00838,4.39688,4.51863,3.94147,3.83493,3.79247,4.08076,4.43958,4.78204,4.68585,4.19102,4.14957,4.1076,4.45608,4.33394,4.10228,3.90539,3.38321,3.63009,3.93781,4.67929,4.59706,3.85258,3.81363,3.77719,4.32167,4.05073,3.48588,3.79615,3.28669,3.34249,3.60795,4.31097,4.34659,3.7261,3.53137,3.63989,4.36469,4.12699,3.7367,3.56044,3.24894,3.11761,3.66594,4.5259,4.56566,3.83245,3.49226,3.71428,4.05189,4.12447,3.73129,3.56674,2.97508,3.11881,3.39552,4.36569,4.60249,3.50139,3.43481,3.46504,3.88191,3.68201,3.55465,3.45046,3.13715,3.47756,4.03494,4.75865,4.41343,3.69805,3.51223,3.46103,3.87637,3.9204,3.33465,3.50912,3.28305,3.4762,3.80829,4.37617,4.46226,3.53581,3.22474,3.44511,4.04665,3.95046,3.7239,3.41685,3.0769,3.49499,3.6452,4.54413,4.28168,3.69266,3.46695,3.40906,3.80585,3.72121,3.33389,3.42841,3.01203,3.11272,3.82396,4.18146,4.20387,3.81694,3.16423,3.45884,3.93341,3.77423,3.02623,3.13156,3.15562,3.19508,3.98922,4.50708,4.25604,3.32213,3.12931,3.26942,3.87918,3.89791,3.14743,3.12602,2.77474,3.07606,3.76305,4.4673,4.03408,3.53832,3.0662,3.24776,3.64282,3.60628,3.30696,3.11684,2.80216,3.16753,3.73004,4.46489,4.20044,3.64266,3.32238,3.55576,3.87639,3.91831,3.54091,3.38459,2.85952,2.97399,3.13373,4.07541,4.2535,3.37754,3.37033,3.59603,3.94169,3.41492,3.35256,3.22078,2.81053,2.35125,3.18722,3.63598,3.84395,3.03206,2.86636,2.67789,3.08861,3.29845,3.45478,2.9682,2.61782,2.64043,3.5667,4.13253,3.95527,3.23043,2.68248,2.68733,2.96164,3.18311,2.78695,2.68505,2.10945,2.49842,3.18049,4.11726,4.11283,3.21178,2.82113,2.9652,3.52668,3.66435,2.65317,2.90297,2.31025,2.24936,2.71313,3.8215,3.69011,2.99577,2.82515,2.93951,3.29002,3.63502,3.03768,2.71915,1.89976,2.05535,3.02289,3.76333,3.49645,2.78382,2.4123,2.78565,2.83523,3.29932,2.68137,2.32421,2.35469,2.39688,2.74275,3.37446,3.43519,,,,
US-CO,"Special region: US-CO",renewables-including-hydro,0.08231,0.07111,0.07341,0.10603,0.09774,0.06763,0.16648,0.14753,0.15368,0.11052,0.05172,0.12982,0.20486,0.2037,0.2365,0.17357,0.20821,0.21078,0.19645,0.14894,0.17832,0.12565,0.10616,0.11064,0.21187,0.20148,0.2278,0.23828,0.20718,0.24871,0.25769,0.21702,0.17457,0.17869,0.12768,0.19594,0.24371,0.17241,0.20583,0.18563,0.15283,0.13921,0.19658,0.24129,0.31717,0.38422,0.3332,0.31421,0.4895,0.42081,0.50914,0.48842,0.4879,0.41393,0.37793,0.29101,0.36337,0.43169,0.32041,0.48059,0.58236,0.42512,0.4643,0.46579,0.45604,0.35721,0.33422,0.26169,0.46166,0.48434,0.29228,0.43801,0.41921,0.40662,0.48032,0.53495,0.40042,0.46809,0.40176,0.33074,0.46805,0.29289,0.3591,0.44987,0.61372,0.57706,0.60659,0.67576,0.75472,0.65393,0.54124,0.39484,0.51115,0.73172,0.57242,0.57275,0.73169,0.60729,0.68457,0.64524,0.58554,0.63021,0.50701,0.59526,0.51486,0.6749,0.51092,0.75734,0.8256,0.86971,0.82939,0.67747,0.72975,0.75683,0.63397,0.41262,0.6041,0.68114,0.64338,0.80485,1.01481,0.77994,0.97126,1.02552,0.87519,0.80864,0.629,0.48597,0.71232,0.72265,0.85031,0.76961,0.97966,0.78409,0.84521,0.74269,0.81187,0.72791,0.65872,0.72682,0.63836,0.83075,0.70551,1.08847,1.03388,1.25464,1.21783,1.04148,0.95892,0.85958,0.90132,0.7623,1.02918,1.02434,1.01872,1.08878,1.05344,1.0178,1.17685,1.21824,1.17175,0.97233,0.8178,0.90588,0.82596,1.15222,1.05203,1.1719,1.068,0.96317,1.3065,1.31028,1.05575,1.15156,1.06293,1.0398,0.98009,0.97079,0.97061,1.2453,1.16885,1.08941,1.21751,1.35663,1.22548,1.16187,1.28739,1.17395,1.35745,1.20195,1.15093,1.09378,1.47996,1.2532,1.20538,1.24777,1.74278,1.40352,1.48281,1.42797,1.36142,1.33388,1.54816,1.78741,1.60059,1.16272,1.73103,1.7267,1.64276,1.56169,1.62469,1.68452,1.57075,1.64819,1.6721,2.01798,1.79341,1.69013,2.03388,2.30969,2.06034,1.96474,1.784,1.68595,1.63172,1.40616,1.86841,1.94074,1.60582,1.8953,1.95395,2.04744,2.04088,1.91951,1.9571,2.08672,1.87861,1.87445,1.83898,2.0666,1.73031,1.89897,2.2588,2.3835,2.63243,2.50023,2.2094,2.21535,2.32802,2.25711,1.93624,2.04099,2.13997,1.96634,2.29981,2.32489,2.35268,2.43266,2.40504,2.20243,,,,
US-CO,"Special region: US-CO",hydro,0.06576,0.05453,0.05319,0.09097,0.08201,0.05565,0.15621,0.13683,0.14008,0.08052,0.01998,0.06712,0.09627,0.11604,0.13504,0.12296,0.16074,0.14983,0.13037,0.10618,0.11139,0.06848,0.04509,0.05084,0.13486,0.12113,0.13731,0.14599,0.14205,0.17417,0.19715,0.16411,0.1167,0.0775,0.05414,0.12556,0.16127,0.10809,0.11964,0.10143,0.10055,0.08128,0.1387,0.18299,0.18851,0.18012,0.10953,0.08934,0.16042,0.11449,0.1974,0.18131,0.18678,0.16204,0.20639,0.09173,0.19083,0.16857,-0.01676,0.14701,0.15127,0.14151,0.18991,0.13668,0.21702,0.19992,0.17961,0.04935,0.20676,0.16715,0.00907,0.12882,0.1651,0.16756,0.17211,0.15967,0.0566,0.19501,0.18882,0.11193,0.19917,0.00792,0.00826,0.02532,0.18947,0.17924,0.202,0.19569,0.22586,0.21014,0.2159,0.02959,0.16571,0.21106,0.01075,0.00385,0.09572,0.05595,0.11648,0.07768,0.13569,0.11578,0.13617,0.13979,0.1461,0.17163,-0.00501,0.06677,0.13477,0.13334,0.11402,0.09511,0.128,0.13719,0.09776,0.00046,0.03165,-0.01084,-0.00353,0.07447,0.16687,0.17885,0.21959,0.20767,0.20826,0.16642,0.14165,0.04474,0.13163,0.02718,-0.01316,0.06483,0.17405,0.11114,0.09812,0.00951,0.11669,0.2309,0.14216,0.09813,0.09887,0.10462,-0.00397,0.16142,0.19621,0.18588,0.19234,0.08997,0.12063,0.20096,0.16169,0.08335,0.16394,0.10599,-0.0123,0.11971,0.1299,0.11574,0.15393,0.15171,0.14932,0.16231,0.16325,0.13133,0.10165,0.09158,0.10983,0.11001,0.10735,0.12481,0.15255,0.15396,0.16934,0.1549,0.14128,0.14264,0.10892,0.11254,0.09645,0.09792,0.11415,0.12369,0.12768,0.1566,0.16023,0.16505,0.17702,0.17158,0.13099,0.10708,0.08722,0.0978,0.11376,0.12265,0.11372,0.12209,0.16249,0.15837,0.14486,0.14365,0.10652,0.11584,0.1047,0.10851,0.12449,0.11466,0.15755,0.15724,0.15298,0.14455,0.1557,0.15587,0.12653,0.09571,0.08471,0.09285,0.11722,0.11217,0.13655,0.10636,0.13776,0.1466,0.1489,0.13238,0.08492,0.06297,0.07297,0.06456,0.0866,0.07976,0.09609,0.11225,0.1999,0.22781,0.2253,0.21787,0.17793,0.08428,0.05297,0.06083,0.05196,0.05363,0.08569,0.14894,0.26892,0.24706,0.23869,0.19368,0.17033,0.10659,0.04992,0.11191,0.17313,0.14641,0.17354,0.1664,0.18565,0.17473,0.14795,0.15434,,,,
US-CO,"Special region: US-CO",renewables-except-hydro,0.01655,0.01658,0.02022,0.01506,0.01573,0.01198,0.01027,0.0107,0.0136,0.03,0.03174,0.0627,0.10859,0.08766,0.10146,0.05061,0.04747,0.06095,0.06608,0.04276,0.06693,0.05717,0.06107,0.0598,0.07701,0.08035,0.09049,0.09229,0.06513,0.07454,0.06054,0.05291,0.05787,0.10119,0.07354,0.07038,0.08244,0.06432,0.08619,0.0842,0.05228,0.05793,0.05788,0.0583,0.12866,0.2041,0.22367,0.22487,0.32908,0.30632,0.31174,0.30711,0.30112,0.25189,0.17154,0.19928,0.17254,0.26312,0.33717,0.33358,0.43109,0.28361,0.27439,0.32911,0.23902,0.15729,0.15461,0.21234,0.2549,0.31719,0.28321,0.30919,0.25411,0.23906,0.30821,0.37528,0.34382,0.27308,0.21294,0.21881,0.26888,0.28497,0.35084,0.42455,0.42425,0.39782,0.40459,0.48007,0.52886,0.44379,0.32534,0.36525,0.34544,0.52066,0.56167,0.5689,0.63597,0.55134,0.56809,0.56756,0.44985,0.51443,0.37084,0.45547,0.36876,0.50327,0.51593,0.69057,0.69083,0.73637,0.71537,0.58236,0.60175,0.61964,0.53621,0.41216,0.57245,0.69198,0.64691,0.73038,0.84794,0.60109,0.75167,0.81785,0.66693,0.64222,0.48735,0.44123,0.58069,0.69547,0.86347,0.70478,0.80561,0.67295,0.74709,0.73318,0.69518,0.49701,0.51656,0.62869,0.53949,0.72613,0.70948,0.92705,0.83767,1.06876,1.02549,0.95151,0.83829,0.65862,0.73963,0.67895,0.86524,0.91835,1.03102,0.96907,0.92354,0.90206,1.02292,1.06653,1.02243,0.81002,0.65455,0.77455,0.72431,1.06064,0.9422,1.06189,0.96065,0.83836,1.15395,1.15632,0.88641,0.99666,0.92165,0.89716,0.87117,0.85825,0.87416,1.14738,1.0547,0.96572,1.08983,1.20003,1.06525,0.99682,1.11037,1.00237,1.22646,1.09487,1.06371,0.99598,1.3662,1.13055,1.09166,1.12568,1.58029,1.24515,1.33795,1.28432,1.2549,1.21804,1.44346,1.6789,1.4761,1.04806,1.57348,1.56946,1.48978,1.41714,1.46899,1.52865,1.44422,1.55248,1.58739,1.92513,1.67619,1.57796,1.89733,2.20333,1.92258,1.81814,1.6351,1.55357,1.5468,1.34319,1.79544,1.87618,1.51922,1.81554,1.85786,1.93519,1.84098,1.6917,1.7318,1.86885,1.70068,1.79017,1.78601,2.00577,1.67835,1.84534,2.17311,2.23456,2.36351,2.25317,1.97071,2.02167,2.15769,2.15052,1.88632,1.92908,1.96684,1.81993,2.12627,2.15849,2.16703,2.25793,2.25709,2.04809,,,,
